# R,G,B
0.86274510,0.80000000,0.63921569
0.86666667,0.80784314,0.65098039
0.87058824,0.81568628,0.66274510
0.87450980,0.82352941,0.67450980
0.87843137,0.82745098,0.68627451
0.88627451,0.83529412,0.70196078
0.89019608,0.84313726,0.71372549
0.89411765,0.85098039,0.72549020
0.89803922,0.85490196,0.73725490
0.90196078,0.86274510,0.74901961
0.90588235,0.87058824,0.76078431
0.90980392,0.87450980,0.77254902
0.91764706,0.88235294,0.78431372
0.92156863,0.89019608,0.79607843
0.92156863,0.89019608,0.79607843
0.92549020,0.89803922,0.80784314
0.92941177,0.90196078,0.81960784
0.93333333,0.90980392,0.83529412
0.93725490,0.91764706,0.84705882
0.94117647,0.92549020,0.85882353
0.94509804,0.92941177,0.87058824
0.95294118,0.93725490,0.88235294
0.95686275,0.94509804,0.89411765
0.96078431,0.95294118,0.90588235
0.96470588,0.95686275,0.91764706
0.96862745,0.96470588,0.92941177
0.97254902,0.97254902,0.94117647
0.97647059,0.97647059,0.95294118
0.98039216,0.98431373,0.96470588
0.98823529,0.99215686,0.98039216
0.99215686,1.00000000,0.99215686
